User 5411: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 1748: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5656: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 2028: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1983: [3881, 0, 1, 3, 4, 3842, 3843, 3844, 3845, 3846]
User 5178: [3882, 0, 1, 2, 3, 4, 6, 3843, 3844, 3845]
User 5358: [3881, 2, 3, 4, 6, 7, 8, 10, 3836, 3838]
User 1715: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 2176: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5807: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5557: [3882, 2, 3, 4, 5, 6, 8, 9, 10, 11]
User 2373: [3882, 1, 3, 4, 5, 6, 7, 8, 9, 3843]
User 590: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 1418: [3882, 0, 3842, 3843, 3844, 3845, 3846, 3848, 3849, 3850]
User 5401: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2606: [3882, 0, 1, 2, 3, 4, 5, 6, 8, 9]
User 4657: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 2920: [3882, 0, 1, 2, 3841, 3842, 3843, 3844, 3845, 3846]
User 1167: [3882, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3832]
User 5648: [3882, 1, 2, 4, 5, 6, 7, 8, 9, 10]
User 5853: [3882, 3, 4, 6, 7, 8, 10, 11, 12, 13]
User 1016: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3423: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3674: [3882, 0, 2, 3, 7, 8, 9, 10, 11, 13]
User 5556: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3671: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5956: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5717: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2322: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1149: [3882, 1, 2, 4, 6, 7, 8, 10, 11, 12]
User 5547: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 514: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 3359: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3858: [3882, 1, 2, 3, 4, 6, 7, 3843, 3844, 3845]
User 4521: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 3429: [3840, 3842, 3843, 3844, 3845, 3847, 3848, 3849, 3831, 3832]
User 711: [3882, 0, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 330: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 2763: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 4956: [3882, 0, 1, 2, 3, 7, 8, 9, 12, 13]
User 2142: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 473: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 3052: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2097: [3881, 1, 2, 3, 4, 6, 7, 8, 10, 11]
User 509: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3965: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5904: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4610: [3882, 0, 1, 2, 4, 5, 6, 7, 8, 10]
User 3841: [3882, 2, 3, 4, 6, 8, 9, 10, 11, 12]
User 197: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2829: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5653: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3549: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2634: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2320: [3882, 1, 2, 3, 3842, 3843, 3844, 3845, 3846, 3847]
User 1736: [3881, 2, 3, 4, 5, 7, 8, 11, 12, 13]
User 1271: [3882, 1, 3, 4, 5, 6, 7, 8, 10, 11]
User 5042: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5752: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 5041: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1911: [3881, 1, 2, 3, 4, 6, 3838, 3839, 3840, 3841]
User 3104: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1805: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 11]
User 5847: [3882, 2, 3, 4, 5, 6, 7, 8, 10, 3843]
User 1881: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1406: [3881, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5568: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 1585: [3882, 2, 3, 4, 6, 7, 8, 11, 12, 13]
User 4963: [3882, 1, 2, 3, 4, 5, 6, 7, 3843, 3844]
User 4567: [3882, 0, 1, 2, 3, 5, 6, 7, 8, 9]
User 325: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3106: [3882, 0, 1, 2, 3, 4, 5, 3840, 3841, 3842]
User 638: [3882, 0, 1, 2, 3838, 3839, 3840, 3841, 3842, 3843]
User 1841: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 11]
User 795: [3881, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1180: [3882, 0, 1, 2, 3, 4, 7, 11, 12, 13]
User 2626: [3882, 0, 3838, 3839, 3840, 3842, 3843, 3844, 3845, 3846]
User 4032: [3882, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 2179: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 3726: [3882, 0, 2, 3, 6, 7, 8, 10, 11, 12]
User 452: [3882, 1, 3, 4, 5, 6, 7, 8, 10, 11]
User 1879: [3882, 3836, 3838, 3839, 3840, 3842, 3843, 3844, 3845, 3827]
User 1124: [3881, 1, 2, 6, 7, 8, 11, 12, 13, 14]
User 1020: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 239: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5560: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 2543: [3882, 1, 3, 4, 5, 6, 7, 8, 9, 10]
User 1600: [3881, 1, 2, 3, 3840, 3842, 3843, 3844, 3845, 3847]
User 3182: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5849: [3882, 0, 1, 2, 3, 4, 3843, 3844, 3845, 3846]
User 3904: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 4000: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 3768: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 4226: [3882, 0, 3, 4, 5, 7, 8, 9, 10, 11]
User 538: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2250: [3882, 0, 2, 3, 4, 5, 7, 8, 9, 11]
User 4770: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2237: [3881, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3832]
User 2506: [3882, 1, 2, 4, 3838, 3839, 3842, 3843, 3845, 3846]
User 1273: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 5286: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4955: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4311: [3881, 3, 4, 7, 8, 10, 11, 12, 13, 14]
User 2673: [3882, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833]
User 2105: [3881, 1, 2, 3, 4, 5, 6, 3839, 3840, 3841]
User 2873: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 194: [3882, 1, 2, 3, 4, 6, 8, 9, 10, 11]
User 1040: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 6024: [3882, 1, 3, 4, 5, 7, 8, 9, 10, 11]
User 5644: [3882, 0, 1, 2, 3, 5, 6, 7, 8, 10]
User 3617: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 11]
User 4088: [3882, 2, 3, 4, 5, 7, 8, 9, 11, 12]
User 52: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 1141: [3840, 3841, 3842, 3843, 3844, 3845, 3846, 3847, 3831, 3832]
User 5157: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 3843]
User 2807: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4014: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4887: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 4446: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 4181: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3453: [3882, 1, 2, 3, 4, 7, 8, 9, 11, 12]
User 2352: [3880, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5880: [3882, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 547: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3332: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 339: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 528: [3882, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 1631: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1119: [3882, 2, 4, 5, 6, 7, 8, 9, 12, 13]
User 2961: [3882, 0, 2, 3, 4, 6, 7, 8, 10, 11]
User 3738: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2123: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 9]
User 4818: [3882, 0, 2, 5, 6, 7, 8, 9, 11, 12]
User 4828: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5232: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 724: [3882, 0, 1, 2, 3, 4, 3842, 3843, 3844, 3845]
User 3513: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 5640: [3882, 1, 5, 7, 8, 9, 10, 11, 12, 13]
User 1382: [3881, 1, 2, 3, 5, 7, 8, 9, 11, 12]
User 2925: [3882, 3, 5, 7, 8, 9, 11, 12, 14, 15]
User 4109: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4741: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1586: [3882, 0, 1, 4, 5, 7, 8, 9, 3843, 3844]
User 5245: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4233: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 4353: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 3599: [3882, 1, 3, 5, 6, 7, 8, 9, 11, 3843]
User 1168: [3882, 0, 1, 2, 3, 4, 5, 6, 3842, 3843]
User 1377: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5569: [3882, 2, 3, 4, 5, 6, 7, 8, 10, 11]
User 5678: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3413: [3882, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833]
User 449: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2014: [3882, 0, 3838, 3839, 3840, 3842, 3843, 3844, 3845, 3846]
User 1824: [3882, 1, 2, 3, 4, 5, 6, 7, 3842, 3843]
User 1217: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 3056: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3025: [3882, 1, 2, 3, 5, 7, 8, 9, 10, 11]
User 1098: [3881, 0, 1, 2, 3, 4, 6, 7, 8, 10]
User 1100: [3882, 1, 2, 3, 4, 5, 6, 7, 3840, 3841]
User 5693: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 845: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 835: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3833]
User 5851: [3882, 0, 1, 2, 4, 5, 7, 8, 9, 11]
User 4216: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 4892: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 4471: [3882, 0, 2, 3, 4, 5, 3843, 3844, 3845, 3846]
User 5871: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 10]
User 236: [3882, 1, 2, 3, 5, 7, 8, 10, 12, 13]
User 852: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 3411: [3881, 0, 1, 2, 3, 4, 6, 7, 8, 10]
User 3712: [3882, 1, 2, 4, 7, 8, 9, 11, 12, 13]
User 408: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 309: [3882, 3, 4, 5, 7, 8, 9, 10, 11, 3843]
User 4506: [3882, 1, 3, 4, 6, 7, 8, 9, 10, 11]
User 1692: [3882, 0, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847]
User 2503: [3882, 0, 1, 3, 4, 6, 7, 8, 10, 11]
User 328: [3881, 1, 5, 6, 7, 8, 9, 10, 11, 12]
User 478: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5166: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 257: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 10]
User 178: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 5649: [3882, 3842, 3843, 3844, 3845, 3847, 3848, 3849, 3850, 3833]
User 2049: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 1902: [3882, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
User 1340: [3882, 0, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 223: [3881, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4151: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5535: [3882, 0, 2, 3, 4, 6, 7, 8, 11, 12]
User 3517: [3840, 3842, 3843, 3844, 3846, 3847, 3848, 3849, 3830, 3831]
User 5953: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1517: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1082: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1018: [3881, 0, 1, 2, 3835, 3836, 3838, 3839, 3840, 3842]
User 4856: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 730: [3882, 3, 5, 7, 8, 9, 10, 11, 12, 13]
User 3204: [3882, 1, 3, 4, 7, 8, 9, 10, 3843, 3844]
User 4807: [3882, 2, 3, 4, 6, 3843, 3844, 3845, 3846, 3847]
User 4416: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 10]
User 41: [3882, 0, 1, 2, 3, 4, 6, 3841, 3842, 3843]
User 460: [3882, 0, 1, 3, 5, 7, 8, 11, 12, 13]
User 2934: [3882, 0, 1, 3839, 3840, 3841, 3842, 3843, 3844, 3845]
User 4943: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3133: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5336: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1921: [3882, 1, 2, 3, 4, 5, 7, 8, 9, 10]
User 1223: [3882, 0, 1, 2, 3, 4, 6, 3841, 3842, 3843]
User 5504: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 1028: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 4286: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4916: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3068: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3194: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 898: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 3228: [3882, 1, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 5104: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1735: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2386: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5574: [3882, 1, 2, 5, 7, 8, 3843, 3844, 3845, 3846]
User 1713: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 927: [3880, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2908: [3840, 3841, 3842, 3843, 3844, 3845, 3846, 3847, 3830, 3831]
User 3498: [3882, 1, 2, 3, 4, 6, 7, 3843, 3844, 3845]
User 553: [3882, 0, 1, 2, 3842, 3843, 3844, 3845, 3846, 3847]
User 418: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 3258: [3882, 2, 3, 4, 6, 7, 8, 9, 11, 12]
User 3426: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 3402: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 1811: [3881, 0, 1, 2, 3, 4, 5, 7, 8, 3834]
User 725: [3882, 1, 2, 3, 4, 5, 3843, 3844, 3845, 3846]
User 1181: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 645: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5549: [3882, 0, 2, 3, 4, 6, 7, 8, 9, 10]
User 2668: [3882, 0, 1, 2, 3, 3842, 3843, 3844, 3845, 3847]
User 5805: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 531: [3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833, 3834]
User 2952: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 5363: [3882, 1, 2, 3, 4, 7, 8, 9, 10, 11]
User 3969: [3881, 0, 3840, 3842, 3843, 3844, 3845, 3846, 3847, 3848]
User 244: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 11]
User 3689: [3882, 0, 1, 3, 4, 6, 7, 8, 3843, 3844]
User 3449: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 686: [3882, 0, 1, 3, 4, 5, 6, 7, 8, 9]
User 2169: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 6011: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5348: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4607: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1228: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1334: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5450: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1592: [3882, 1, 2, 3, 4, 6, 3838, 3839, 3840, 3841]
User 4444: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5402: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 807: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 354: [3881, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 4023: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2588: [3882, 0, 1, 2, 3, 3842, 3843, 3844, 3845, 3846]
User 3719: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 455: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 4612: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1761: [3882, 0, 1, 2, 3, 3843, 3844, 3845, 3846, 3847]
User 512: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3011: [3882, 3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833]
User 4015: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1197: [3882, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834]
User 721: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 2840: [3881, 0, 1, 3838, 3839, 3842, 3843, 3844, 3845, 3847]
User 4590: [3882, 2, 3, 4, 5, 7, 8, 10, 11, 12]
User 530: [3882, 5, 7, 8, 10, 12, 13, 14, 17, 19]
User 1583: [3881, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 5633: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 2755: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5663: [3882, 1, 2, 3, 4, 5, 6, 3843, 3844, 3845]
User 4447: [3829, 3830, 3831, 3832, 3833, 3834, 3836, 3838, 3817, 3818]
User 796: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 2218: [3882, 0, 1, 2, 3, 4, 5, 6, 3842, 3843]
User 3337: [3882, 0, 1, 3843, 3844, 3845, 3846, 3847, 3848, 3849]
User 5856: [3882, 0, 2, 3, 4, 5, 6, 7, 8, 10]
User 10: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 4501: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 1844: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 434: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 2101: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3715: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 465: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4662: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 1697: [3881, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3173: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 880: [3882, 1, 2, 4, 3843, 3844, 3845, 3846, 3847, 3848]
User 5977: [3882, 2, 3, 4, 5, 6, 7, 8, 10, 11]
User 3933: [3882, 0, 3, 4, 5, 7, 8, 10, 11, 13]
User 5566: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2742: [3882, 0, 3, 6, 7, 8, 9, 10, 11, 3842]
User 3400: [3882, 3, 5, 7, 8, 11, 13, 14, 15, 16]
User 1099: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 11]
User 549: [3882, 3, 4, 7, 10, 11, 12, 13, 14, 17]
User 4164: [3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850, 3834, 3835]
User 3326: [3882, 1, 2, 3, 4, 6, 7, 8, 10, 11]
User 3811: [3882, 0, 1, 2, 3, 4, 5, 3843, 3844, 3845]
User 3940: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4646: [3882, 0, 1, 2, 4, 6, 7, 8, 9, 10]
User 3597: [3882, 0, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3850]
User 5250: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5842: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 5510: [3882, 0, 2, 3, 5, 3843, 3844, 3845, 3846, 3847]
User 5276: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 11]
User 4897: [3882, 1, 2, 3, 4, 6, 7, 8, 9, 10]
User 1723: [3882, 0, 1, 2, 3, 4, 5, 6, 3843, 3844]
User 1465: [3882, 1, 2, 3, 3843, 3844, 3845, 3846, 3847, 3848]
User 85: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4222: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1267: [3842, 3843, 3844, 3845, 3846, 3847, 3848, 3849, 3833, 3834]
User 5301: [3882, 2, 3, 5, 7, 8, 9, 11, 12, 13]
User 4924: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 5852: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2009: [3882, 1, 2, 3, 4, 7, 8, 10, 11, 12]
User 2894: [3881, 3838, 3839, 3840, 3841, 3842, 3843, 3845, 3847, 3829]
User 5844: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1855: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1551: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5538: [3882, 0, 1, 2, 4, 5, 6, 7, 8, 9]
User 4366: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 2678: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 10]
User 1674: [3882, 2, 3, 4, 5, 6, 7, 8, 9, 10]
User 3483: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 4570: [3882, 1, 2, 3, 4, 6, 7, 8, 10, 11]
User 1464: [3882, 0, 1, 2, 3, 4, 5, 3841, 3842, 3843]
User 3531: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 3807: [3882, 0, 1, 2, 6, 3843, 3844, 3845, 3846, 3847]
User 1246: [3882, 0, 1, 2, 3843, 3844, 3845, 3846, 3847, 3848]
User 5727: [3882, 1, 3, 5, 6, 7, 8, 9, 12, 13]
User 5525: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 3770: [3882, 0, 2, 3, 4, 6, 7, 8, 10, 11]
User 800: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2175: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5069: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 1446: [3881, 2, 3, 5, 6, 7, 9, 10, 11, 12]
User 2877: [3882, 0, 1, 3, 5, 6, 7, 8, 3835, 3836]
User 2063: [3882, 0, 1, 2, 3841, 3842, 3843, 3844, 3845, 3846]
User 4374: [3882, 1, 2, 3, 4, 3843, 3844, 3845, 3846, 3847]
User 2339: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 2726: [3882, 0, 2, 3, 4, 5, 6, 3843, 3844, 3845]
User 2445: [3882, 1, 2, 3, 4, 6, 7, 8, 10, 11]
User 1789: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1164: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5495: [3882, 1, 2, 3, 4, 5, 6, 7, 8, 9]
User 1482: [3882, 1, 2, 3, 4, 6, 7, 8, 10, 11]
User 2130: [3882, 0, 1, 2, 4, 5, 3839, 3840, 3841, 3842]
User 5618: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1454: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5583: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 5295: [3882, 0, 1, 2, 3, 4, 6, 7, 8, 9]
User 5472: [3882, 0, 1, 2, 3, 4, 6, 3843, 3844, 3845]
User 3181: [3882, 0, 1, 3, 6, 7, 8, 9, 11, 12]
User 2037: [3882, 0, 1, 2, 3838, 3839, 3840, 3841, 3842, 3843]
User 4747: [3882, 0, 1, 3, 4, 5, 6, 7, 3842, 3843]
User 812: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 3640: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
User 3928: [3882, 1, 2, 3, 4, 6, 7, 8, 11, 12]
User 5391: [3882, 0, 1, 2, 3, 4, 5, 6, 7, 8]
User 1272: [3882, 0, 1, 2, 3, 4, 5, 7, 8, 9]
